Provider,ClaimCount,total_reimbursed,mean_claim_amount,max_claim_amount,InpatientReimbursement,OutpatientReimbursement,Inp_Outp_Reimbursement_Ratio,AvgAge,PercDeceased,Avg_ChronicCond_Alzheimer,Avg_ChronicCond_Heartfailure,Avg_ChronicCond_KidneyDisease,Avg_ChronicCond_Cancer,Avg_ChronicCond_ObstrPulmonary,Avg_ChronicCond_Depression,Avg_ChronicCond_Diabetes,Avg_ChronicCond_IschemicHeart,Avg_ChronicCond_Osteoporasis,Avg_ChronicCond_rheumatoidarthritis,Avg_ChronicCond_stroke,UniqueDiagnosisCodeCount,UniqueProcedureCodeCount,TotalClaimCount,AvgMonthlyClaimCount,MaxMonthlyClaimCount,TotalReimbursementOverall,AvgMonthlyReimbursement,MaxMonthlyReimbursement,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,UniqueStates,UniqueCounties,PotentialFraud
PRV56010,82.0,21600.0,263.4146341463415,3300.0,0.0,21600.0,0.0,72.8048780487805,0.0,1.7317073170731707,1.5121951219512195,1.6097560975609757,1.829268292682927,1.7804878048780488,1.6341463414634143,1.353658536585366,1.2682926829268293,1.7560975609756098,1.7073170731707317,1.9268292682926829,164.0,0.0,82.0,6.833333333333333,11.0,21600.0,1800.0,6790.0,44.0,0.0,24.0,6.0,23.0,No
PRV56011,2771.0,718500.0,259.2926741248647,14000.0,0.0,718500.0,0.0,73.86142186936124,0.0,1.5875135330205703,1.4312522555034284,1.6311800793937208,1.8570913027787803,1.7026344280043306,1.5651389390111874,1.326957776975821,1.2450378924575964,1.702995308552869,1.6950559364850235,1.9137495488993144,2122.0,0.0,2771.0,213.15384615384616,255.0,718500.0,55269.230769230766,67790.0,36.0,0.0,26.0,6.0,42.0,Yes
PRV56012,43.0,325770.0,7576.046511627907,57000.0,321000.0,4770.0,67.29559748427673,76.86046511627907,0.0,1.4651162790697674,1.186046511627907,1.3953488372093024,1.930232558139535,1.6046511627906976,1.3953488372093024,1.2325581395348837,1.0465116279069768,1.627906976744186,1.627906976744186,1.7906976744186047,193.0,13.0,43.0,3.583333333333333,7.0,325770.0,27147.5,64030.0,22.0,7.0,4.0,3.0,8.0,Yes
PRV56013,87.0,27170.0,312.2988505747126,3200.0,0.0,27170.0,0.0,73.1264367816092,0.0,1.5747126436781609,1.4252873563218391,1.5862068965517242,1.885057471264368,1.6666666666666667,1.5862068965517242,1.2873563218390804,1.1724137931034482,1.6781609195402298,1.735632183908046,1.942528735632184,157.0,0.0,87.0,6.6923076923076925,11.0,27170.0,2090.0,5720.0,35.0,0.0,24.0,5.0,14.0,No
PRV56014,34.0,145050.0,4266.176470588235,22000.0,142000.0,3050.0,46.55737704918032,72.8529411764706,0.0,1.6470588235294117,1.3823529411764706,1.588235294117647,1.7647058823529411,1.6470588235294117,1.6470588235294117,1.2941176470588236,1.0588235294117647,1.7647058823529411,1.6470588235294117,1.8823529411764703,142.0,9.0,34.0,2.6153846153846154,4.0,145050.0,11157.692307692309,34020.0,14.0,6.0,4.0,2.0,6.0,No
PRV56015,147.0,89220.0,606.9387755102041,26000.0,52000.0,37220.0,1.3970983342289092,74.78231292517007,0.0,1.5238095238095235,1.4081632653061225,1.6462585034013606,1.8843537414965987,1.7006802721088434,1.6326530612244898,1.2789115646258504,1.251700680272109,1.7210884353741496,1.6938775510204085,1.91156462585034,288.0,4.0,147.0,12.25,18.0,89220.0,7435.0,36800.0,74.0,4.0,31.0,7.0,18.0,No
PRV56016,12.0,6350.0,529.1666666666666,2600.0,0.0,6350.0,0.0,69.33333333333333,0.0,1.5833333333333333,1.4166666666666667,1.5833333333333333,1.9166666666666667,1.75,1.25,1.25,1.4166666666666667,1.5833333333333333,1.5,2.0,22.0,0.0,12.0,1.2,3.0,6350.0,635.0,3100.0,10.0,0.0,4.0,3.0,7.0,No
PRV56017,13.0,210060.0,16158.46153846154,57000.0,210000.0,60.0,3500.0,81.53846153846153,0.0,1.3846153846153846,1.3846153846153846,1.2307692307692308,1.9230769230769231,1.4615384615384617,1.4615384615384617,1.2307692307692308,1.0769230769230769,1.9230769230769231,1.6923076923076923,1.9230769230769231,83.0,7.0,13.0,1.4444444444444444,4.0,210060.0,23340.0,104000.0,10.0,7.0,1.0,2.0,4.0,No
PRV56018,72.0,240840.0,3345.0,57000.0,221000.0,19840.0,11.139112903225806,74.09722222222223,0.0,1.5416666666666667,1.3611111111111112,1.5,1.9166666666666667,1.7361111111111112,1.6666666666666667,1.3055555555555556,1.1527777777777777,1.7083333333333333,1.6666666666666667,1.8888888888888888,195.0,10.0,72.0,6.0,16.0,240840.0,20070.0,71000.0,50.0,12.0,16.0,7.0,23.0,No
PRV56019,648.0,184980.0,285.462962962963,3300.0,0.0,184980.0,0.0,73.7253086419753,0.0,1.4907407407407407,1.4722222222222223,1.6049382716049383,1.8888888888888888,1.6851851851851851,1.5030864197530864,1.2901234567901234,1.2021604938271604,1.6651234567901234,1.6743827160493827,1.8703703703703705,805.0,0.0,648.0,49.84615384615385,65.0,184980.0,14229.23076923077,21670.0,6.0,0.0,5.0,3.0,16.0,No
PRV56020,151.0,195500.0,1294.7019867549668,36000.0,136000.0,59500.0,2.2857142857142856,75.10596026490066,0.0,1.5629139072847682,1.3311258278145697,1.5695364238410596,1.8211920529801324,1.6688741721854303,1.5562913907284768,1.2980132450331126,1.218543046357616,1.6821192052980132,1.6423841059602649,1.900662251655629,303.0,7.0,151.0,12.583333333333334,20.0,195500.0,16291.666666666666,42910.0,54.0,5.0,28.0,6.0,28.0,No
PRV56021,123.0,38420.0,312.3577235772358,7300.0,0.0,38420.0,0.0,74.59349593495935,0.0,1.5772357723577235,1.3902439024390243,1.6422764227642277,1.83739837398374,1.7235772357723578,1.6178861788617886,1.3008130081300813,1.2601626016260163,1.6504065040650406,1.6341463414634143,1.8943089430894309,193.0,0.0,123.0,10.25,15.0,38420.0,3201.6666666666665,10610.0,59.0,0.0,37.0,6.0,30.0,No
PRV56023,41.0,87990.0,2146.0975609756097,25000.0,75000.0,12990.0,5.773672055427252,70.8048780487805,0.0,1.7073170731707317,1.4390243902439024,1.4878048780487805,1.829268292682927,1.7560975609756098,1.6341463414634143,1.0731707317073171,1.2926829268292683,1.804878048780488,1.6829268292682926,1.975609756097561,121.0,4.0,41.0,3.4166666666666665,7.0,87990.0,7332.5,25600.0,30.0,5.0,16.0,5.0,22.0,Yes
PRV56025,153.0,44660.0,291.8954248366013,3300.0,0.0,44660.0,0.0,71.7843137254902,0.0,1.6339869281045751,1.4183006535947713,1.5098039215686274,1.843137254901961,1.65359477124183,1.568627450980392,1.2810457516339868,1.2287581699346406,1.699346405228758,1.7254901960784317,1.8954248366013071,258.0,0.0,153.0,12.75,18.0,44660.0,3721.6666666666665,5560.0,67.0,0.0,31.0,11.0,28.0,No
PRV56026,42.0,29550.0,703.5714285714286,3300.0,0.0,29550.0,0.0,73.19047619047619,0.0,1.6904761904761905,1.4761904761904765,1.6904761904761905,1.8571428571428568,1.761904761904762,1.5952380952380951,1.3333333333333333,1.1428571428571428,1.7142857142857142,1.761904761904762,1.9285714285714288,81.0,0.0,42.0,3.5,8.0,29550.0,2462.5,7000.0,32.0,0.0,12.0,4.0,15.0,No
PRV56027,24.0,8340.0,347.5,3100.0,0.0,8340.0,0.0,76.33333333333333,0.0,1.4583333333333333,1.2083333333333333,1.625,1.625,1.6666666666666667,1.625,1.1666666666666667,1.0416666666666667,1.7083333333333333,1.9166666666666667,1.7916666666666667,46.0,0.0,24.0,2.4,6.0,8340.0,834.0,3100.0,11.0,0.0,6.0,2.0,5.0,No
PRV56028,198.0,65400.0,330.3030303030303,9000.0,12000.0,53400.0,0.2247191011235955,73.54040404040404,0.0,1.606060606060606,1.4090909090909092,1.5808080808080809,1.8535353535353536,1.707070707070707,1.5454545454545454,1.318181818181818,1.2676767676767675,1.7121212121212122,1.6919191919191918,1.9242424242424243,336.0,3.0,198.0,15.23076923076923,21.0,65400.0,5030.769230769231,17720.0,4.0,3.0,0.0,2.0,4.0,No
PRV56029,1.0,100.0,100.0,100.0,0.0,100.0,0.0,89.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,No
PRV56030,203.0,60310.0,297.0935960591133,3300.0,0.0,60310.0,0.0,70.32512315270937,0.0,1.5566502463054188,1.41871921182266,1.5566502463054188,1.807881773399015,1.748768472906404,1.5665024630541873,1.2857142857142858,1.2364532019704433,1.645320197044335,1.6354679802955665,1.9556650246305416,319.0,0.0,203.0,16.916666666666668,21.0,60310.0,5025.833333333333,8790.0,2.0,0.0,2.0,1.0,5.0,No
PRV56031,18.0,61270.0,3403.8888888888887,28000.0,59400.0,1870.0,31.764705882352946,73.5,0.0,1.4444444444444444,1.2777777777777777,1.3333333333333333,1.6666666666666667,1.3888888888888888,1.4444444444444444,1.1666666666666667,1.1111111111111112,1.5555555555555556,1.3888888888888888,1.8333333333333333,81.0,4.0,18.0,1.8,2.0,61270.0,6127.0,31000.0,11.0,3.0,4.0,1.0,4.0,No
PRV56032,9.0,3000.0,333.3333333333333,2000.0,0.0,3000.0,0.0,78.11111111111111,0.0,1.7777777777777777,1.6666666666666667,1.6666666666666667,1.7777777777777777,2.0,1.4444444444444444,1.5555555555555556,1.4444444444444444,1.6666666666666667,1.4444444444444444,1.8888888888888888,18.0,0.0,9.0,1.2857142857142858,2.0,3000.0,428.57142857142856,2000.0,2.0,0.0,2.0,1.0,2.0,No
PRV56033,8.0,50160.0,6270.0,36000.0,50000.0,160.0,312.5,74.75,0.0,1.5,1.375,1.5,1.875,1.625,1.5,1.25,1.125,1.75,1.875,1.875,31.0,1.0,8.0,1.6,2.0,50160.0,10032.0,36000.0,3.0,1.0,0.0,1.0,6.0,No
PRV56034,13.0,1530.0,117.6923076923077,700.0,0.0,1530.0,0.0,70.23076923076923,0.0,1.4615384615384617,1.3076923076923077,1.3076923076923077,1.9230769230769231,1.6153846153846154,1.4615384615384617,1.2307692307692308,1.2307692307692308,1.5384615384615383,2.0,1.9230769230769231,22.0,0.0,13.0,1.8571428571428568,3.0,1530.0,218.57142857142856,700.0,7.0,0.0,3.0,2.0,4.0,No
PRV56036,49.0,13140.0,268.16326530612247,3300.0,0.0,13140.0,0.0,74.85714285714286,0.0,1.5510204081632653,1.346938775510204,1.469387755102041,1.8571428571428568,1.673469387755102,1.3877551020408163,1.2653061224489797,1.183673469387755,1.673469387755102,1.653061224489796,1.8571428571428568,92.0,0.0,49.0,3.769230769230769,10.0,13140.0,1010.7692307692308,3710.0,6.0,0.0,5.0,5.0,7.0,No
PRV56037,5.0,1840.0,368.0,700.0,0.0,1840.0,0.0,70.6,0.0,1.8,1.8,1.6,1.8,1.8,1.4,1.2,1.2,1.8,1.6,2.0,12.0,0.0,5.0,1.25,2.0,1840.0,460.0,700.0,3.0,0.0,0.0,2.0,3.0,No
PRV56038,7.0,1450.0,207.14285714285717,1000.0,1000.0,450.0,2.2222222222222223,74.71428571428571,0.0,1.5714285714285714,1.4285714285714286,1.5714285714285714,2.0,1.8571428571428568,1.8571428571428568,1.5714285714285714,1.2857142857142858,1.7142857142857142,1.8571428571428568,1.8571428571428568,19.0,0.0,7.0,1.4,2.0,1450.0,290.0,1000.0,7.0,0.0,4.0,3.0,3.0,No
PRV56039,96.0,26000.0,270.8333333333333,3300.0,0.0,26000.0,0.0,70.89583333333333,0.0,1.5208333333333333,1.4375,1.625,1.8333333333333333,1.8020833333333333,1.3958333333333333,1.34375,1.25,1.5625,1.53125,1.8854166666666667,180.0,0.0,96.0,7.384615384615385,12.0,26000.0,2000.0,6880.0,6.0,0.0,4.0,1.0,4.0,No
PRV56040,13.0,22850.0,1757.6923076923076,14050.0,0.0,22850.0,0.0,71.3076923076923,0.0,1.6923076923076923,1.2307692307692308,1.8461538461538465,1.9230769230769231,1.6923076923076923,1.5384615384615383,1.5384615384615383,1.1538461538461535,1.7692307692307692,1.9230769230769231,1.9230769230769231,34.0,0.0,13.0,1.625,3.0,22850.0,2856.25,14050.0,9.0,0.0,3.0,3.0,5.0,No
PRV56041,55.0,32040.0,582.5454545454545,3300.0,0.0,32040.0,0.0,77.61818181818182,0.0,1.5818181818181818,1.4,1.8,1.7636363636363637,1.7272727272727273,1.709090909090909,1.4,1.5272727272727271,1.7454545454545454,1.7636363636363637,2.0,111.0,0.0,55.0,4.583333333333333,9.0,32040.0,2670.0,6590.0,1.0,0.0,1.0,1.0,1.0,No
PRV56044,255.0,350110.0,1372.9803921568628,125000.0,284000.0,66110.0,4.295870518832249,68.42745098039215,0.0,1.6470588235294117,1.584313725490196,1.611764705882353,1.8196078431372549,1.768627450980392,1.7176470588235293,1.3294117647058823,1.3490196078431371,1.768627450980392,1.7137254901960783,1.9490196078431368,443.0,11.0,255.0,21.25,32.0,350110.0,29175.83333333333,159010.0,16.0,3.0,8.0,1.0,3.0,No
PRV56045,114.0,25360.0,222.4561403508772,3300.0,0.0,25360.0,0.0,71.1140350877193,0.0,1.605263157894737,1.4649122807017545,1.7894736842105263,1.912280701754386,1.7280701754385963,1.5789473684210529,1.368421052631579,1.3596491228070176,1.6842105263157894,1.6842105263157894,1.9385964912280704,200.0,0.0,114.0,9.5,16.0,25360.0,2113.333333333333,6570.0,19.0,0.0,11.0,1.0,6.0,No
PRV56046,20.0,121680.0,6084.0,40000.0,121000.0,680.0,177.94117647058823,68.9,0.0,1.2,1.3,1.4,2.0,1.55,1.35,1.2,1.1,1.5,1.6,1.85,99.0,6.0,20.0,1.818181818181818,3.0,121680.0,11061.818181818182,45000.0,5.0,1.0,0.0,1.0,5.0,No
PRV56047,3.0,60.0,20.0,30.0,0.0,60.0,0.0,80.0,0.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,5.0,0.0,3.0,1.0,1.0,60.0,20.0,30.0,2.0,0.0,1.0,1.0,2.0,No
PRV56048,16.0,7380.0,461.25,3300.0,0.0,7380.0,0.0,68.6875,0.0,1.5,1.5625,1.5625,1.8125,1.6875,1.625,1.1875,1.125,1.875,1.5625,2.0,33.0,0.0,16.0,1.4545454545454546,3.0,7380.0,670.9090909090909,3500.0,11.0,0.0,5.0,1.0,6.0,No
PRV56049,145.0,31730.0,218.8275862068965,1700.0,0.0,31730.0,0.0,71.44137931034483,0.0,1.5655172413793104,1.4689655172413794,1.6620689655172414,1.834482758620689,1.6827586206896552,1.668965517241379,1.289655172413793,1.2551724137931035,1.710344827586207,1.7517241379310344,1.9310344827586208,229.0,0.0,145.0,12.083333333333334,17.0,31730.0,2644.1666666666665,5250.0,1.0,0.0,1.0,1.0,1.0,No
PRV56050,1.0,40.0,40.0,40.0,0.0,40.0,0.0,88.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,40.0,40.0,40.0,1.0,0.0,0.0,1.0,1.0,No
PRV56051,3.0,1080.0,360.0,900.0,0.0,1080.0,0.0,83.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,6.0,0.0,3.0,1.0,1.0,1080.0,360.0,900.0,2.0,0.0,1.0,1.0,1.0,No
PRV56052,12.0,2950.0,245.83333333333331,1200.0,0.0,2950.0,0.0,78.58333333333333,0.0,1.5833333333333333,1.4166666666666667,1.4166666666666667,1.6666666666666667,1.75,1.6666666666666667,1.25,1.0,1.8333333333333333,1.75,2.0,22.0,0.0,12.0,1.7142857142857142,3.0,2950.0,421.4285714285714,1200.0,3.0,0.0,3.0,2.0,2.0,No
PRV56054,43.0,17920.0,416.7441860465116,2700.0,0.0,17920.0,0.0,71.93023255813954,0.0,1.5813953488372092,1.3488372093023255,1.5116279069767442,1.9534883720930232,1.558139534883721,1.627906976744186,1.4651162790697674,1.2093023255813953,1.4651162790697674,1.697674418604651,1.930232558139535,93.0,0.0,43.0,3.583333333333333,9.0,17920.0,1493.3333333333333,4900.0,1.0,0.0,1.0,2.0,4.0,No
PRV56055,9.0,4470.0,496.6666666666667,3300.0,0.0,4470.0,0.0,72.55555555555556,0.0,1.5555555555555556,1.5555555555555556,1.7777777777777777,1.8888888888888888,2.0,1.5555555555555556,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.7777777777777777,2.0,19.0,0.0,9.0,1.8,2.0,4470.0,894.0,3300.0,4.0,0.0,2.0,1.0,2.0,No
PRV56056,1.0,40.0,40.0,40.0,0.0,40.0,0.0,66.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,40.0,40.0,40.0,1.0,0.0,0.0,1.0,1.0,No
PRV56057,9.0,97000.0,10777.777777777776,26000.0,97000.0,0.0,97000.0,79.44444444444444,0.0,1.5555555555555556,1.4444444444444444,1.5555555555555556,1.7777777777777777,1.6666666666666667,1.5555555555555556,1.1111111111111112,1.2222222222222223,1.3333333333333333,1.4444444444444444,2.0,65.0,6.0,9.0,1.5,3.0,97000.0,16166.666666666666,28000.0,4.0,2.0,0.0,1.0,2.0,No
PRV56058,11.0,90000.0,8181.818181818182,17000.0,90000.0,0.0,90000.0,78.72727272727273,0.0,1.4545454545454546,1.181818181818182,1.3636363636363635,2.0,1.4545454545454546,1.5454545454545454,1.0,1.181818181818182,1.6363636363636365,1.7272727272727273,1.7272727272727273,73.0,6.0,11.0,1.375,2.0,90000.0,11250.0,17000.0,5.0,4.0,0.0,1.0,2.0,No
PRV56060,1.0,50.0,50.0,50.0,0.0,50.0,0.0,86.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,50.0,50.0,50.0,1.0,0.0,1.0,1.0,1.0,No
PRV56062,25.0,6290.0,251.6,1600.0,0.0,6290.0,0.0,70.16,0.0,1.6,1.28,1.56,1.8,1.68,1.56,1.36,1.32,1.68,1.76,1.84,46.0,0.0,25.0,2.083333333333333,3.0,6290.0,524.1666666666666,1700.0,4.0,0.0,3.0,1.0,2.0,No
PRV56063,11.0,1670.0,151.8181818181818,400.0,0.0,1670.0,0.0,76.72727272727273,0.0,1.4545454545454546,1.2727272727272727,1.3636363636363635,1.9090909090909087,1.5454545454545454,1.4545454545454546,1.3636363636363635,1.181818181818182,1.9090909090909087,1.4545454545454546,1.7272727272727273,21.0,0.0,11.0,1.5714285714285714,4.0,1670.0,238.57142857142856,750.0,1.0,0.0,1.0,1.0,1.0,No
PRV56065,1.0,70.0,70.0,70.0,0.0,70.0,0.0,59.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,70.0,70.0,70.0,1.0,0.0,0.0,1.0,1.0,No
PRV56066,7.0,3950.0,564.2857142857143,3300.0,0.0,3950.0,0.0,71.14285714285714,0.0,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.7142857142857142,1.4285714285714286,1.7142857142857142,1.1428571428571428,1.0,1.4285714285714286,1.5714285714285714,1.5714285714285714,13.0,0.0,7.0,1.4,2.0,3950.0,790.0,3300.0,3.0,0.0,3.0,1.0,1.0,No
PRV56067,3.0,1310.0,436.6666666666667,800.0,0.0,1310.0,0.0,70.33333333333333,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,4.0,0.0,3.0,1.0,1.0,1310.0,436.6666666666667,800.0,1.0,0.0,1.0,1.0,2.0,No
PRV56068,40.0,15690.0,392.25,3300.0,0.0,15690.0,0.0,77.425,0.0,1.525,1.4,1.625,1.85,1.7,1.475,1.2,1.325,1.675,1.8,1.9,80.0,0.0,40.0,3.333333333333333,5.0,15690.0,1307.5,5420.0,1.0,0.0,2.0,1.0,3.0,No
PRV56071,3.0,270.0,90.0,200.0,0.0,270.0,0.0,75.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.0,2.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,6.0,0.0,3.0,1.0,1.0,270.0,90.0,200.0,1.0,0.0,1.0,1.0,1.0,No
PRV56072,1.0,80.0,80.0,80.0,0.0,80.0,0.0,73.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,80.0,80.0,80.0,1.0,0.0,0.0,1.0,1.0,No
PRV56073,12.0,2440.0,203.33333333333331,1200.0,0.0,2440.0,0.0,82.25,0.0,1.5833333333333333,1.5,1.75,1.9166666666666667,1.75,1.5833333333333333,1.5,1.1666666666666667,1.6666666666666667,1.5833333333333333,1.9166666666666667,25.0,0.0,12.0,1.5,4.0,2440.0,305.0,1200.0,1.0,0.0,1.0,1.0,1.0,No
PRV56075,12.0,3020.0,251.66666666666663,1700.0,0.0,3020.0,0.0,64.41666666666667,0.0,1.5833333333333333,1.5,1.75,1.8333333333333333,1.5833333333333333,1.75,1.25,1.1666666666666667,1.5833333333333333,1.6666666666666667,1.8333333333333333,20.0,0.0,12.0,1.3333333333333333,2.0,3020.0,335.55555555555554,2500.0,1.0,0.0,1.0,1.0,2.0,No
PRV56076,3.0,520.0,173.33333333333334,400.0,0.0,520.0,0.0,74.66666666666667,0.0,1.6666666666666667,1.3333333333333333,2.0,2.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,7.0,0.0,3.0,1.0,1.0,520.0,173.33333333333334,400.0,1.0,0.0,1.0,1.0,1.0,No
PRV56077,7.0,2450.0,350.0,1900.0,0.0,2450.0,0.0,70.14285714285714,0.0,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.5714285714285714,2.0,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.5714285714285714,2.0,2.0,19.0,0.0,7.0,1.1666666666666667,2.0,2450.0,408.3333333333333,1990.0,1.0,0.0,1.0,1.0,1.0,No
PRV56078,4.0,510.0,127.5,400.0,0.0,510.0,0.0,69.75,0.0,1.75,1.25,1.75,2.0,1.75,1.5,1.25,1.0,1.25,1.5,2.0,10.0,0.0,4.0,1.0,1.0,510.0,127.5,400.0,2.0,0.0,1.0,1.0,1.0,No
PRV56080,5.0,250.0,50.0,100.0,0.0,250.0,0.0,78.2,0.0,1.8,1.2,1.8,1.6,1.8,1.4,1.4,1.6,1.8,1.4,2.0,8.0,0.0,5.0,1.6666666666666667,3.0,250.0,83.33333333333333,140.0,2.0,0.0,1.0,1.0,1.0,No
PRV56083,3.0,3570.0,1190.0,3300.0,0.0,3570.0,0.0,78.0,0.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,2.0,5.0,0.0,3.0,1.0,1.0,3570.0,1190.0,3300.0,2.0,0.0,0.0,1.0,1.0,No
PRV56084,1.0,50.0,50.0,50.0,0.0,50.0,0.0,74.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,50.0,50.0,50.0,1.0,0.0,0.0,1.0,1.0,No
PRV56086,14.0,1580.0,112.85714285714286,400.0,0.0,1580.0,0.0,73.14285714285714,0.0,1.7857142857142858,1.4285714285714286,1.7857142857142858,2.0,1.8571428571428568,1.6428571428571428,1.2857142857142858,1.0,1.7857142857142858,1.5,1.9285714285714288,24.0,0.0,14.0,1.75,3.0,1580.0,197.5,540.0,1.0,0.0,1.0,1.0,2.0,No
PRV56087,1.0,300.0,300.0,300.0,0.0,300.0,0.0,91.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,300.0,300.0,300.0,1.0,0.0,0.0,1.0,1.0,No
PRV56088,84.0,24950.0,297.0238095238095,3300.0,0.0,24950.0,0.0,76.69047619047619,0.0,1.5714285714285714,1.4761904761904765,1.7023809523809523,1.869047619047619,1.761904761904762,1.5238095238095235,1.2857142857142858,1.2738095238095235,1.7261904761904765,1.8333333333333333,1.9047619047619049,164.0,0.0,84.0,6.461538461538462,9.0,24950.0,1919.2307692307693,4450.0,4.0,0.0,5.0,1.0,2.0,No
PRV56089,1.0,10.0,10.0,10.0,0.0,10.0,0.0,69.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,0.0,1.0,1.0,1.0,No
PRV56090,10.0,1430.0,143.0,500.0,0.0,1430.0,0.0,72.3,0.0,1.8,1.7,1.8,1.7,1.6,1.5,1.2,1.1,1.5,1.9,1.7,22.0,0.0,10.0,1.1111111111111112,2.0,1430.0,158.88888888888889,500.0,5.0,0.0,3.0,1.0,1.0,No
PRV56091,1.0,200.0,200.0,200.0,0.0,200.0,0.0,88.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,200.0,200.0,200.0,1.0,0.0,0.0,1.0,1.0,No
PRV56092,5.0,4330.0,866.0,3000.0,0.0,4330.0,0.0,78.0,0.0,2.0,1.4,1.6,2.0,1.6,1.6,1.2,1.6,2.0,1.8,2.0,15.0,0.0,5.0,1.25,2.0,4330.0,1082.5,3000.0,2.0,0.0,2.0,1.0,1.0,No
PRV56093,7.0,2070.0,295.7142857142857,1400.0,0.0,2070.0,0.0,83.28571428571429,0.0,1.2857142857142858,1.0,1.2857142857142858,2.0,1.7142857142857142,1.5714285714285714,1.2857142857142858,1.2857142857142858,2.0,1.7142857142857142,1.8571428571428568,14.0,0.0,7.0,1.1666666666666667,2.0,2070.0,345.0,1400.0,4.0,0.0,1.0,1.0,1.0,No
PRV56094,25.0,7510.0,300.4,3300.0,0.0,7510.0,0.0,71.2,0.0,1.68,1.32,1.36,1.96,1.72,1.72,1.24,1.24,1.76,1.68,2.0,61.0,0.0,25.0,2.272727272727273,4.0,7510.0,682.7272727272727,3300.0,1.0,0.0,1.0,1.0,1.0,No
PRV56095,10.0,4810.0,481.0,3200.0,0.0,4810.0,0.0,78.2,0.0,1.3,1.4,1.8,1.8,1.6,1.5,1.2,1.4,1.8,1.4,2.0,29.0,0.0,10.0,1.4285714285714286,3.0,4810.0,687.1428571428571,3380.0,1.0,0.0,1.0,1.0,1.0,No
PRV56098,21.0,2840.0,135.23809523809524,1000.0,0.0,2840.0,0.0,77.71428571428571,0.0,1.3333333333333333,1.238095238095238,1.761904761904762,1.9047619047619049,1.6666666666666667,1.6666666666666667,1.238095238095238,1.2857142857142858,1.619047619047619,1.619047619047619,1.761904761904762,46.0,0.0,21.0,2.1,4.0,2840.0,284.0,1000.0,1.0,0.0,1.0,1.0,1.0,No
PRV56099,3.0,630.0,210.0,500.0,0.0,630.0,0.0,74.0,0.0,1.6666666666666667,1.6666666666666667,2.0,2.0,2.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,3.0,0.0,3.0,1.0,1.0,630.0,210.0,500.0,1.0,0.0,1.0,1.0,2.0,No
PRV56101,5.0,5620.0,1124.0,2900.0,0.0,5620.0,0.0,72.2,0.0,1.6,1.2,1.4,2.0,1.4,1.6,1.2,1.0,1.8,1.8,2.0,11.0,0.0,5.0,1.0,1.0,5620.0,1124.0,2900.0,1.0,0.0,1.0,1.0,1.0,No
